-1.314,-2.523,0
-0.063,0.709,0
-0.425,-0.198,0
-0.042,-0.211,0
0.004,-1.640,0
1.304,-1.560,0
2.312,-0.206,0
-2.434,-0.790,0
-0.400,0.149,0
1.953,-1.121,0
0.232,1.395,0
-0.381,-1.492,0
1.915,-0.501,0
0.223,0.440,0
0.925,-0.002,0
0.420,1.090,0
-0.313,-1.476,0
-0.420,0.095,0
1.122,0.511,0
0.969,-0.423,0
1.979,0.934,0
-0.791,0.803,0
-0.300,-0.014,0
0.097,-1.521,0
0.163,-1.403,0
-1.116,0.957,0
-0.043,0.249,0
0.371,2.295,0
-2.053,1.792,0
-0.769,-0.848,0
-0.130,0.005,0
0.259,-1.832,0
-0.749,0.854,0
-1.610,-0.984,0
0.932,-1.354,0
1.678,-0.356,0
-0.043,-1.519,0
0.229,0.053,0
-0.766,0.236,0
0.790,1.275,0
2.144,0.538,0
-1.432,-0.320,0
0.688,-0.361,0
2.287,0.551,0
0.119,0.785,0
0.067,0.760,0
1.036,1.661,0
-0.213,-0.039,0
2.003,0.922,0
-0.609,0.506,0
-0.831,0.672,0
0.519,0.656,0
-0.222,-1.242,0
-0.644,-0.165,0
-0.793,-1.680,0
-0.101,-0.611,0
0.214,1.211,0
-1.911,-0.180,0
-2.187,0.472,0
0.298,-0.719,0
-0.897,-0.596,0
-0.668,0.829,0
0.464,-0.451,0
-0.205,-0.217,0
-1.368,0.693,0
0.509,0.206,0
0.423,-1.077,0
0.830,0.527,0
-0.103,0.623,0
1.148,-0.226,0
1.462,0.353,0
-0.927,-0.712,0
0.168,0.505,0
0.294,0.528,0
0.796,-0.690,0
0.918,0.983,0
0.596,1.364,0
-0.144,-1.503,0
0.792,0.010,0
1.013,-0.625,0
-0.554,0.128,0
-0.687,-0.009,0
0.584,1.672,0
0.751,-0.719,0
0.537,-0.165,0
0.090,-0.690,0
1.076,-0.692,0
0.159,0.437,0
0.418,0.229,0
-0.699,0.606,0
-0.160,0.084,0
-0.089,1.216,0
2.515,-0.324,0
0.009,1.926,0
-0.508,0.579,0
0.938,1.044,0
1.466,-0.736,0
-0.599,1.719,0
0.809,0.659,0
-1.759,-1.893,0
0.167,-0.848,0
0.592,0.732,0
0.165,-0.177,0
-0.327,-0.528,0
-0.528,-0.991,0
-1.292,0.879,0
-1.720,-0.699,0
-0.016,-0.845,0
1.265,-2.032,0
-0.487,1.174,0
-0.925,0.890,0
-0.819,2.487,0
-1.420,0.507,0
-0.647,0.982,0
0.682,-0.514,0
0.418,0.043,0
-0.238,-1.221,0
0.378,1.865,0
-0.073,-1.721,0
0.682,0.037,0
-0.527,-0.423,0
1.325,-0.249,0
-0.136,-1.895,0
-0.437,-0.087,0
-1.141,-0.899,0
-0.480,1.589,0
-0.767,-0.860,0
0.671,-0.081,0
-0.938,0.567,0
-1.314,1.070,0
2.016,0.582,0
-0.041,0.822,0
-0.671,0.405,0
-0.914,-0.692,0
0.088,0.581,0
-0.931,-0.669,0
1.311,-0.195,0
2.597,1.585,0
1.057,0.963,0
0.913,0.621,0
1.713,0.377,0
-1.017,-0.890,0
0.131,-0.598,0
1.480,0.781,0
0.180,-0.516,0
-0.032,0.291,0
0.854,0.479,0
0.387,1.597,0
-1.617,1.850,0
-1.220,0.493,0
1.178,0.202,0
1.505,-0.812,0
0.611,0.262,0
0.782,0.882,0
1.336,1.177,0
0.145,-0.490,0
0.964,-1.192,0
-0.288,1.070,0
-0.770,-0.050,0
0.229,0.618,0
-0.095,-1.087,0
0.765,0.056,0
-0.754,0.734,0
1.095,0.723,0
-0.232,-1.182,0
-0.093,0.073,0
0.879,-0.065,0
0.771,0.980,0
-0.910,0.440,0
-0.184,0.163,0
1.625,1.186,0
0.471,1.821,0
1.100,0.158,0
-1.874,-1.251,0
0.601,-1.171,0
0.111,-1.828,0
0.318,1.880,0
-1.193,-2.401,0
-1.333,1.291,0
0.814,-0.373,0
-0.736,0.513,0
2.029,-1.267,0
0.515,1.396,0
-2.074,-0.162,0
0.456,-0.034,0
-0.163,-0.719,0
-0.597,1.070,0
-0.877,0.291,0
1.085,-1.585,0
0.700,-1.480,0
1.667,0.282,0
-0.668,0.409,0
-0.701,-0.126,0
-0.760,-0.451,0
0.388,0.518,0
0.256,-2.306,0
-1.995,1.111,0
0.127,-0.487,0
-0.090,-0.729,0
1.155,0.491,0
0.090,0.739,0
-1.872,-0.585,0
1.229,-0.398,0
-0.962,-0.837,0
1.753,-0.824,0
0.105,1.410,0
0.523,0.112,0
0.178,0.011,0
-2.646,1.491,0
-0.549,1.598,0
1.698,-1.115,0
0.747,-0.467,0
0.525,-0.820,0
0.334,-0.666,0
0.518,-0.218,0
1.511,-1.274,0
-1.199,2.341,0
0.735,0.561,0
-2.746,1.347,0
0.865,-0.347,0
0.163,-0.279,0
-0.374,1.382,0
-0.664,-1.625,0
0.824,1.973,0
-0.538,-1.526,0
-0.150,-0.149,0
-0.324,-1.287,0
0.405,-0.337,0
0.577,0.265,0
